SECTION;AUTO/CV;CATEGORY;FOCUS;NEWS LINK;DATE;ADDITIONAL INFORMATION
News&Trends;CV;Truck/Bus;ACEA;New commercial vehicle registrations: vans +2.3%, trucks +10.7%, buses +24.5% in Q1 2026;29.04.2026;
News&Trends;Automotive;Declining investment;Mexico;Mexico’s automotive investment declines 15.6% in Q1 2026 - MarkLines Automotive Industry Portal;29.04.2026;
Competitor&Partnership;Automotive;Foam plant;Adient;Adient acquires automotive seating foam plant in Romulus, MI;28.04.2026;
Competitor&Partnership;CV;Agriculture;Rafi;Ergonomie-Studie über Lenksysteme für Landmaschinen;28.04.2026;Post | LinkedIn
Customer;CV;Construction;Komatsu;Komatsu construction equipment delivers more than muscle - Inside Construction;28.04.2026;
News&Trends;CV;Agriculture;Inflation;Ag economist says high costs and inflation will likely continue to pressure farm margins - Brownfield Ag News;28.04.2026;
News&Trends;CV;Construction;Outlook;New Outlook Points to Flat Construction Market, Uneven Growth in 2026 | For Construction Pros;28.04.2026;
News&Trends;Automotive;Newsletter;Outlook;Clearwater Automotive Newsletter Q1 2026;28.04.2026;
News&Trends;Automotive;Electrification;Germany;https://www.electrive.com/2026/04/20/germany-targets-8-million-electric-cars-by-2030/;28.04.2026;
News&Trends;CV;Agriculture;Brazil ;High interest rates to drag Brazil farm machinery sales in 2026;28.04.2026;
News&Trends;Automotive ;Affordable cars;US;Foreign automakers warn affordable cars may leave US market – report;28.04.2026;
Competitor&Partnership;Automotive;Strategy;Forvia;FORVIA to Sell its Interiors Business Group to Apollo Funds | FORVIA;27.04.2026;
Competitor&Partnership;Automotive;Exhibition;Toyota Boshoku;TB_AutoChina2026;27.04.2026;
Competitor&Partnership;Automotive;Massage function;Adient;Adient Introduces ProForce Massage Flow Solution;27.04.2026;
Customer;Automotive;Auto China 2026;VW;Connect;27.04.2026;
Customer;Automotive;Auto China 2026;Mercedes-Benz;Connect;27.04.2026;
Customer;Automotive;Auto China 2026;VW;Connect;27.04.2026;
Customer;Automotive;Auto China 2026;Haval;Connect;27.04.2026;
Customer;Automotive;Auto China 2026;Audi;Connect;27.04.2026;
Customer;Automotive;Auto China 2026;Nissan;Connect;27.04.2026;
Customer;Automotive;China luxury car demand;Mercedes-Benz;Mercedes-Benz warns of weak China luxury car demand – report;27.04.2026;
Competitor&Partnership;Automotive;Q1 results;Forvia;1st Quarter Information | FORVIA;24.04.2026;
Customer;CV;Truck/Bus;Volvo;Volvo Group – the first quarter 2026;24.04.2026;
News&Trends;CV;Construction;US Market;https://www.linkedin.com/posts/whats-happening-in-the-us-construction-machinery-ugcPost-7453057705801510912-E0X2?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;24.04.2026;
Customer;CV;Construction;Sany;Sany invests US$4.3bn in R&D as it bets on AI-native future - Construction Briefing;23.04.2026;
Customer;Automotive;Europe expansion;Chery;Chery targets smaller cars for Europe expansion strategy – report;23.04.2026;
Customer;CV;Agriculture;Agco;https://www.linkedin.com/posts/global-reman-day-2026-ugcPost-7453069440306327555-6-hS?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;23.04.2026;
News&Trends;Automotive;New car registrations;ACEA;"New car registrations: +4% in Q1 2026; battery-electric 19.4% market share";23.04.2026;
News&Trends;Automotive;Research;Hybrids;Hybrids May Use 300% More Fuel Than Thought | Power Systems Research;23.04.2026;
Customer;Automotive;Strategy;VW;VW: „Das ist die neue Normalität“ – Volkswagen will in Europa eine Million weniger Autos produzieren - WELT;22.04.2026;
Customer;Automotive;Strategy;Zeekr;Zeekr takes aim at German premium brands with new flagship SUV - Just Auto;22.04.2026;
Customer;Automotive;Strategy;GWM;GWM plans ten new models for Europe relaunch – report;22.04.2026;
Customer;CV;Construction;Kubota;Kubota breaks ground on $30M Kansas test center - Construction Briefing;22.04.2026;
Customer;CV;Truck;Windrose;Charged EVs | Chinese OEM Windrose brings its electric semi-trucks to the US - Charged EVs;22.04.2026;
News&Trends;Automotive;Strategy;Chinese OEMs;Report: Chinese Automakers Plan to Almost Triple Overseas Production by 2030;22.04.2026;
News&Trends;Automotive;Exhibition;Beijing Auto Show;2026 Beijing Auto Show Preview: Autonomous Driving Breaks Out of the Showcase, Commercialization Hits a Decisive Turning Point;22.04.2026;
News&Trends;CV;Construction;Finance confidence;Equipment Finance Confidence Falls Again in April: ELFA Survey | IndustryWeek;22.04.2026;
News&Trends;CV;Offroad;Outlook;Chinese OEMs are big winners in mixed outlook for off-highway electrification - Interact Analysis;22.04.2026;
Competitor&Partnership;Automotive;Interior;Toyota Boshoku;https://www.linkedin.com/posts/egiegoefzlsblxw-htdhxqimnonxegiehiefzehiefregnehi-ugcPost-7452231463569371136-jJZZ?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;21.04.2026;
News&Trends;Automotive;April production;Outlook;April 2026 Light Vehicle Production Forecast | LinkedIn;21.04.2026;
Competitor&Partnership;Automotive;New plant;Adient;ABD’li otomotiv devinden Bergama'ya sürpriz yat?r?m | Tek Referans;20.04.2026;
Competitor&Partnership;Automotive;Interior;Loomia;https://www.linkedin.com/posts/were-building-the-next-generation-of-automotive-share-7449108608572702720-Jttn?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;20.04.2026;
Competitor&Partnership;CV;Bus;Lazzerini;Milano Design Week hosts debut of Lazzerini’s 100% recycled plastic seat (developed with Nextchem) - Sustainable Bus;20.04.2026;
Customer;Automotive;New China models;Audi;Audi expands SAIC tie-up for new China models;20.04.2026;
Customer;CV;Agriculture;Massey Ferguson;Massey Ferguson and Eicher Drive Record Growth for TAFE in 2026;20.04.2026;
News&Trends;CV;Truck;Outlook;2026 Global MHCV Production Increases Seen | Power Systems Research;20.04.2026;
Customer;CV;Construction;Liugong;A Chinese OEM’s view of construction equipment today – and tomorrow - Construction Briefing;17.04.2026;
Customer;CV;Construction;Liebherr;Kranbauer Liebherr in Ehingen: Strategie in unsicheren Zeiten - SWR Aktuell;17.04.2026;
News&Trends;CV;Construction;Outlook;Could Istanbul be the construction industry’s next global meeting point? - Construction Briefing;17.04.2026;
News&Trends;Automotive;Autonomy;Level 2+ vs Level 3;Why level 2+ is outpacing level 3 autonomous driving;17.04.2026;
Customer;Automotive;Job cuts;Renault;Renault to cut up to 20% of engineers as competition from China heats | Reuters;16.04.2026;
Customer;Automotive;ID.3 Neo;VW;VW shows ID.3 Neo - Just Auto;16.04.2026;
Customer;Automotive;Q1 results;VW;Volkswagen Q1 deliveries fall as US and China drag on volumes;16.04.2026;
Customer;Automotive;Beijing Auto Show;VW;VW Group readies four world premieres for Auto China 2026 in Beijing - Just Auto;16.04.2026;
Customer;Automotive;Expansion Europe;Chery;Chery to expand its vehicle production capacity in Europe - Just Auto;16.04.2026;
Customer;Automotive;Strategy;Ford;Ford creates new product and industrial unit, EV chief to exit;16.04.2026;
Customer;Automotive;Strategy;Renault;Renault Group unveils futuREady India to power its next phase of international growth - Renault Group global media website;16.04.2026;Renault targets 7 models, €2 bn annual exports from India by 2030 - Car News | The Financial Express
News&Trends;Automotive;China;Speed advantage;Roland Berger: China’s “speed advantage” not just about labour costs - marketSTEEL international;16.04.2026;
Competitor&Partnership;CV;Railway;Borcad;https://www.linkedin.com/posts/borcad-cz_an-important-part-of-borcad-is-the-internal-activity-7449735420424146944-0jot?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;15.04.2026;
Customer;CV;Construction;Liugong;https://www.linkedin.com/posts/garymajor_it-is-with-enormous-pleasure-that-i-can-now-share-7450134095113633792-6WkI?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;15.04.2026;
Customer;CV;Construction;Caterpillar;Caterpillar is said to acquire autonomous tractor startup Monarch (CAT:NYSE) | Seeking Alpha;15.04.2026;
Customer;CV;Construction;Zoomlion;Why Zoomlion is taking the long view on international expansion challenges - Construction Briefing;15.04.2026;
News&Trends;CV;Construction;Iran war;Sharpest decline in Eurozone construction activity for five months amid Iran war - Construction Briefing;15.04.2026;
News&Trends;CV;Construction;Business climate index;CECE Business Barometer;14.04.2026;
News&Trends;CV;Agriculture;Business climate index;CEMA - European Agricultural Machinery - March 2026 - The upturn is losing momentum;14.04.2026;
Competitor&Partnership;Automotive;Foot massage;Adient;Adient launches StepJoy foot massage innovation;13.04.2026;
Customer;CV;Truck;Ford;Ford Otomotiv, Turkiye secures state aid for European Truck investments - MarkLines Automotive Industry Portal;13.04.2026;
Customer;Automotive;Affordable cars;Tesla;Tesla weighs smaller, lower-cost electric SUV launch - report;13.04.2026;
Customer;Automotive;Q1 results;Mercedes-Benz;Mercedes-Benz verkaufte im ersten Quartal 499.700 Pkw und Vans – zweistelliges BEV-Wachstum und starke Nachfrage nach neuen Modellen unterstützen Hochlauf 2026 | Mercedes-Benz Media;13.04.2026;Mercedes-Benz Group reports sales down 6% in Q1 2026 - MarkLines Automotive Industry Portal
Customer;Automotive;India product launches;Skoda;Skoda Auto Volkswagen India plans up to 19 product launches in 2026 - Introduction | Autocar India;13.04.2026;
News&Trends;Automotive;March sales;China;China’s PV retail sales fall 15% in March - Just Auto;13.04.2026;China - New car sales in 2026 by OEM, model, vehicle type - MarkLines Automotive Industry Portal
Competitor&Partnership;Automotive;Strategy;Magna;Magna Announces Sale of its Lighting and Rooftop Systems Businesses ;10.04.2026;Mutares signs agreements to acquire two supplier businesses from Magna to strengthen Amaneos and HiLo Group - Mutares SE & Co. KGaA
Customer;CV;Construction;Liebherr;Liebherr mit Zuversicht im Jahr 2026;10.04.2026;
Customer;Automotive;Strategy;VW;Volkswagen Updates Chattanooga Production Strategy | Releases | Official Media Site NEWSROOM;10.04.2026;
Customer;CV;Bus;Daimler;https://www.linkedin.com/posts/citaro-conecto-daimlertruck-ugcPost-7447932162101694464-8zI1?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;09.04.2026;
Customer;CV;Truck;Daimler;Mercedes-Benz Trucks to add Czech plant in European production shake-up - News - Commercial Motor;09.04.2026;
Customer;CV;Agriculture;Kioti;Kioti expands sub-compact tractor range with new ROPS models | Industrial Vehicle Technology International;09.04.2026;
News&Trends;Automotive/CV;Middle East crisis;Outlook;Running on Empty: War, supply chain shocks and the outlook | LinkedIn;09.04.2026;
News&Trends;CV;Railway;Budget cut;Trump's US Budget Plan Proposes Cuts to Rail and Public Transit Funding | Railway-News;09.04.2026;
News&Trends;Automotive;Chinese cars;Increasing marketing spending;Connect;09.04.2026;
News&Trends;Automotive;Interior;Responsive design;Responsive Design for Automotive Interiors by Covestro;09.04.2026;
News&Trends;Automotive;March sales;Western Europe;Connect;09.04.2026;GlobalData European Passenger Car Sales Update (March 2026) - MarkLines Automotive Industry Portal
Competitor&Partnership;Automotive;Stellantis;Forvia;https://www.linkedin.com/posts/monica-genovese-45608010_stellantis-activity-7445846381845573632-D4cw?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;08.04.2026;
Competitor&Partnership;Automotive;Seating;Toyota Boshoku;Toyota Boshoku at a Glance | Toyota Boshoku Corporation;08.04.2026;
Customer;CV;Construction;Sany;Sany shrugs off trade barriers as international sales hit 64% of revenue - Construction Briefing;08.04.2026;
Customer;Automotive;March sales;BYD;BYD sells 300,222 vehicles in March 2026, down 20.5% y/y - MarkLines Automotive Industry Portal;08.04.2026;
Customer;Automotive;March sales;Chery;Chery Holding Group sells 240,678 vehicles in March 2026, with export volume hitting new high - MarkLines Automotive Industry Portal;08.04.2026;
News&Trends;Automotive;March sales;Germany;German passenger car sales up 16.0% in March 2026 as Tesla, BYD sales soar - MarkLines Automotive Industry Portal;08.04.2026;
Competitor&Partnership;Automotive;Intelligent seat;Forvia;https://www.linkedin.com/posts/with-our-ignite-strategic-plan-seating-becomes-ugcPost-7445419774081224705-P9oc?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;07.04.2026;
Customer;CV;Truck;Iveco;Connect;07.04.2026;
Customer;Automotive;New concept Boulder;Hyundai ;Connect;07.04.2026;
Customer;Automotive/CV;Seating;FAW;FAW Magnesium Products;07.04.2026;
Customer;CV;Agriculture;Agco;Soft North American market hits Agco profits | The Western Producer;07.04.2026;
Customer;Automotive;Labour violation;BYD;Brazil lists BYD unit over labour violations in Bahia;07.04.2026;
Customer;Automotive;World premiere;VW;Four world premieres and the latest AI-powered systems at the Volkswagen Group Night in Beijing;07.04.2026;
News&Trends;Automotive/CV;Middle East crisis;Oil price;Trump Loses Grip as Oil Surge Signals Deeper Crisis;07.04.2026;
News&Trends;Automotive;March sales;China;China Mar NEV retail sales fall 21% year-on-year, CPCA preliminary data shows - CnEVPost;07.04.2026;
News&Trends;Automotive/CV;Middle East crisis;Supply chain costs;Supply Chain Cost to Rise 2.3%-4% Above Inflation | MHL News;07.04.2026;
News&Trends;CV;Agriculture;US;U.S. farmers face new challenges as global markets shift;07.04.2026;
News&Trends;Automotive/CV;Tariffs;Metals;Trump adjusts tariffs for steel, aluminum, copper | Supply Chain Dive;07.04.2026;
News&Trends;CV;Truck;Emission reduction;Emissions reduction, the EU Council grants more flexibility;07.04.2026;
News&Trends;CV;Agriculture;Sales slump;farm machinery sales slump as North American farmers cut spending before the 2026 growing season;07.04.2026;
Customer;CV;Truck;Mercedes-Benz;Mercedes-Benz Trucks prepares its European production network for the future | Daimler Truck;02.04.2026;Mercedes-Benz Trucks to reorganize truck production in Europe: the manufacturer's plans - Sustainable Truck&Van
Customer;CV;Material Handling;Jungheinrich;A clear destination;02.04.2026;
Customer;Automotive;New Atlas;VW;VW shows new Atlas at New York Auto Show - Just Auto;02.04.2026;
Customer;CV;Construction;Liebherr;https://www.linkedin.com/posts/2025-in-numbers-ugcPost-7445447524347318293-NuM4?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;02.04.2026;Liebherr entwickelt sich im Geschäftsjahr 2025 stabil (Swiss-Press)
News&Trends;Automotive;March sales;USA;USA - New car sales in 2026 by OEM, model, vehicle type - MarkLines Automotive Industry Portal;02.04.2026;https://www.linkedin.com/posts/david-oakley-2b378686_us-light-vehicle-market-down-14-in-march-activity-7445858385486512128-5z2y?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY
News&Trends;Automotive;Industry outlook;North America;The North American automotive industry’s road to resilience | McKinsey;02.04.2026;
News&Trends;Automotive;March sales;Global;March 2026 US auto sales – down from year ago and in line with current conditions | S&P Global;02.04.2026;
Competitor&Partnership;Automotive;Innovation day;Forvia;https://www.linkedin.com/posts/over-five-days-hundreds-of-guests-explored-ugcPost-7445075050635972608-N_A2?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;01.04.2026;
Customer;CV;Construction;Liebherr;iF Design Award 2026 for Liebherr wheeled excavators A 909 Compact and A 911 Compact Litronic | Recyclingportal;01.04.2026;
Customer;CV;Truck;MAN;Interview with Friedrich Baumann (MAN Truck & Bus);01.04.2026;
News&Trends;Automotive/CV;Middle East crisis;Metal prices;Gulf energy crisis fuels cost pressures for metals - CRU Group;01.04.2026;
News&Trends;Automotive/CV;Growth target;China;Two Sessions 2026: China Sets 2026 GDP Growth Target at 4.5%–5%;01.04.2026;
Competitor&Partnership;Automotive;2.9 m€ fund;Antolin;Antolin Ingenieria receives SEPIDES funding for EUR 2.87 million EV interior components project - MarkLines Automotive Industry Portal;31.03.2026;
Competitor&Partnership;CV;Truck;Isri;https://www.linkedin.com/posts/isri-de_wir-m%C3%B6chten-uns-herzlich-bei-daf-trucks-nv-activity-7444670809987612672-uZca?utm_source=share&utm_medium=member_desktop&rcm=ACoAAANyFQQBb1sBKvnwwGotvjRLAYg7DkqEjrY;31.03.2026;
